opcode_1,opcode_2
CAST,SEND_ARRAY
CAST,SEND_FUNC_ARG
CAST,SEND_USER
CAST,SEND_VAL
CAST,SEND_VAL_EX
CAST,SEND_VAR
CAST,SEND_VAR_EX
CAST,SL
CAST,SR
CAST,STRLEN
CAST,SUB
CAST,SWITCH_LONG
CAST,SWITCH_STRING
CAST,TYPE_CHECK
CAST,YIELD
CATCH,ADD
CATCH,ASSIGN
CATCH,ASSIGN_DIM
CATCH,ASSIGN_OBJ
CATCH,ASSIGN_OP
CATCH,BEGIN_SILENCE
CATCH,BIND_STATIC
CATCH,BOOL
CATCH,BOOL_NOT
CATCH,CAST
CATCH,CHECK_FUNC_ARG
CATCH,CONCAT
CATCH,DEFINED
CATCH,DO_FCALL
CATCH,ECHO
CATCH,FAST_RET
CATCH,FETCH_CONSTANT
CATCH,FETCH_DIM_R
CATCH,FETCH_IS
CATCH,FETCH_OBJ_IS
CATCH,FETCH_OBJ_R
CATCH,FETCH_OBJ_W
CATCH,FETCH_THIS
CATCH,FE_FREE
CATCH,FE_RESET_R
CATCH,GET_CLASS
CATCH,INCLUDE_OR_EVAL
CATCH,INIT_ARRAY
CATCH,INIT_FCALL
CATCH,INSTANCEOF
CATCH,IS_EQUAL
CATCH,IS_IDENTICAL
CATCH,JMP
CATCH,JMPZ
CATCH,JMPZ_EX
CATCH,JMP_FRAMELESS
CATCH,NEW
CATCH,NOP
CATCH,OP_DATA
CATCH,PRE_INC
CATCH,RETURN
CATCH,ROPE_INIT
CATCH,SEND_VAL_EX
CATCH,SEND_VAR
CATCH,SEND_VAR_EX
CATCH,THROW
CATCH,TYPE_CHECK
CATCH,UNSET_CV
CATCH,UNSET_DIM
CATCH,UNSET_OBJ
CHECK_FUNC_ARG,ADD
CHECK_FUNC_ARG,BEGIN_SILENCE
CHECK_FUNC_ARG,BW_AND
CHECK_FUNC_ARG,CAST
CHECK_FUNC_ARG,CHECK_FUNC_ARG
CHECK_FUNC_ARG,CONCAT
CHECK_FUNC_ARG,COUNT
CHECK_FUNC_ARG,DIV
CHECK_FUNC_ARG,DO_FCALL
CHECK_FUNC_ARG,FETCH_CLASS
CHECK_FUNC_ARG,FETCH_CONSTANT
CHECK_FUNC_ARG,FETCH_DIM_R
CHECK_FUNC_ARG,FETCH_FUNC_ARG
CHECK_FUNC_ARG,FETCH_OBJ_R
CHECK_FUNC_ARG,FETCH_R
CHECK_FUNC_ARG,FETCH_THIS
CHECK_FUNC_ARG,INIT_FCALL
CHECK_FUNC_ARG,JMP_FRAMELESS
CHECK_FUNC_ARG,MOD
CHECK_FUNC_ARG,NEW
CHECK_FUNC_ARG,NOP
CHECK_FUNC_ARG,POST_INC
CHECK_FUNC_ARG,SEND_FUNC_ARG
CHECK_FUNC_ARG,SEND_VAL
CHECK_FUNC_ARG,SEND_VAL_EX
CHECK_FUNC_ARG,SEND_VAR_EX
CHECK_FUNC_ARG,SR
CHECK_FUNC_ARG,SUB
CLONE,ASSIGN
CLONE,ASSIGN_DIM
CLONE,ASSIGN_OBJ
CLONE,END_SILENCE
CLONE,FETCH_OBJ_W
CLONE,FETCH_W
CLONE,FE_RESET_R
CLONE,INIT_ARRAY
CLONE,QM_ASSIGN
CLONE,RETURN
CLONE,SEND_VAL
CLONE,SEND_VAL_EX
COALESCE,BEGIN_SILENCE
COALESCE,DO_FCALL
COALESCE,FETCH_CONSTANT
COALESCE,FETCH_OBJ_IS
COALESCE,FETCH_OBJ_R
COALESCE,INIT_FCALL
COALESCE,NEW
COALESCE,QM_ASSIGN
CONCAT,ADD
CONCAT,ASSIGN
CONCAT,ASSIGN_DIM
CONCAT,ASSIGN_DIM_OP
CONCAT,ASSIGN_OBJ
CONCAT,ASSIGN_OBJ_OP
CONCAT,ASSIGN_OP
CONCAT,BEGIN_SILENCE
CONCAT,BOOL
CONCAT,BOOL_NOT
CONCAT,BW_AND
CONCAT,BW_OR
CONCAT,BW_XOR
CONCAT,CASE
CONCAT,CAST
CONCAT,CHECK_FUNC_ARG
CONCAT,CONCAT
CONCAT,COUNT
CONCAT,DEFINED
CONCAT,DIV
CONCAT,DO_FCALL
CONCAT,ECHO
CONCAT,END_SILENCE
CONCAT,FETCH_CLASS
CONCAT,FETCH_CONSTANT
CONCAT,FETCH_DIM_IS
CONCAT,FETCH_DIM_R
CONCAT,FETCH_DIM_RW
CONCAT,FETCH_DIM_W
CONCAT,FETCH_FUNC_ARG
CONCAT,FETCH_GLOBALS
CONCAT,FETCH_IS
CONCAT,FETCH_LIST_R
CONCAT,FETCH_OBJ_IS
CONCAT,FETCH_OBJ_R
CONCAT,FETCH_OBJ_RW
CONCAT,FETCH_OBJ_UNSET
CONCAT,FETCH_OBJ_W
CONCAT,FETCH_R
CONCAT,FETCH_RW
CONCAT,FETCH_THIS
CONCAT,FETCH_UNSET
CONCAT,FETCH_W
CONCAT,FE_FREE
CONCAT,FE_RESET_R
CONCAT,FREE
CONCAT,GET_CLASS
CONCAT,INCLUDE_OR_EVAL
CONCAT,INIT_ARRAY
CONCAT,INIT_FCALL
CONCAT,INIT_USER_CALL
CONCAT,IN_ARRAY
CONCAT,IS_EQUAL
CONCAT,IS_IDENTICAL
CONCAT,IS_NOT_EQUAL
CONCAT,IS_SMALLER
CONCAT,JMPNZ
CONCAT,JMPNZ_EX
CONCAT,JMPZ
CONCAT,JMPZ_EX
CONCAT,JMP_FRAMELESS
CONCAT,JMP_SET
CONCAT,JOIN
CONCAT,MOD
CONCAT,MUL
CONCAT,NEW
CONCAT,NOP
CONCAT,OP_DATA
CONCAT,POST_INC
CONCAT,POST_INC_OBJ
CONCAT,PRE_DEC
CONCAT,PRE_INC
CONCAT,QM_ASSIGN
CONCAT,RETURN
CONCAT,ROPE_INIT
CONCAT,SEND_FUNC_ARG
CONCAT,SEND_UNPACK
CONCAT,SEND_USER
CONCAT,SEND_VAL
CONCAT,SEND_VAL_EX
CONCAT,SEND_VAR
CONCAT,SEND_VAR_EX
CONCAT,SR
CONCAT,STRLEN
CONCAT,SUB
CONCAT,TYPE_CHECK
CONCAT,UNSET_DIM
COUNT,ADD
COUNT,ASSIGN
COUNT,ASSIGN_DIM
COUNT,ASSIGN_OBJ
COUNT,ASSIGN_OBJ_OP
COUNT,ASSIGN_OP
COUNT,BOOL
COUNT,BOOL_NOT
COUNT,BW_AND
COUNT,CASE
COUNT,CAST
COUNT,CONCAT
COUNT,COUNT
COUNT,DIV
COUNT,DO_FCALL
COUNT,ECHO
COUNT,END_SILENCE
COUNT,FETCH_CONSTANT
COUNT,FETCH_DIM_R
COUNT,FETCH_DIM_W
COUNT,FETCH_OBJ_R
COUNT,FETCH_OBJ_UNSET
COUNT,FETCH_OBJ_W
COUNT,FETCH_R
COUNT,FETCH_W
COUNT,FREE
COUNT,INIT_ARRAY
COUNT,INIT_FCALL
COUNT,IS_EQUAL
COUNT,IS_IDENTICAL
COUNT,IS_NOT_EQUAL
COUNT,IS_SMALLER
COUNT,JMPNZ
COUNT,JMPNZ_EX
COUNT,JMPZ
COUNT,JMPZ_EX
COUNT,MOD
COUNT,MUL
COUNT,OP_DATA
COUNT,QM_ASSIGN
COUNT,RETURN
COUNT,ROPE_INIT
COUNT,SEND_VAL
COUNT,SEND_VAL_EX
COUNT,SEND_VAR_EX
COUNT,SR
COUNT,STRLEN
COUNT,SUB
COUNT,SWITCH_LONG
DECLARE_CLASS,ASSIGN
DECLARE_CLASS,ASSIGN_DIM
DECLARE_CLASS,BEGIN_SILENCE
DECLARE_CLASS,BOOL_NOT
DECLARE_CLASS,DECLARE_CLASS
DECLARE_CLASS,DO_FCALL
DECLARE_CLASS,ECHO
DECLARE_CLASS,FETCH_CONSTANT
DECLARE_CLASS,FETCH_DIM_R
DECLARE_CLASS,FETCH_IS
DECLARE_CLASS,FETCH_R
DECLARE_CLASS,FETCH_W
DECLARE_CLASS,FE_RESET_R
DECLARE_CLASS,INIT_FCALL
DECLARE_CLASS,JMP
DECLARE_CLASS,JMPZ
DECLARE_CLASS,JMP_FRAMELESS
DECLARE_CLASS,NEW
DECLARE_CLASS,RETURN
DECLARE_CLASS,SEND_VAL_EX
DECLARE_CONST,DECLARE_CONST
DECLARE_CONST,FETCH_IS
DECLARE_CONST,RETURN
DECLARE_CONST,SEND_VAL_EX
DEFINED,BOOL
DEFINED,BOOL_NOT
DEFINED,JMPNZ
DEFINED,JMPNZ_EX
DEFINED,JMPZ
DEFINED,JMPZ_EX
DEFINED,SEND_VAL_EX
DEFINED,TYPE_CHECK
DIV,ADD
DIV,ASSIGN
DIV,ASSIGN_DIM
DIV,ASSIGN_OBJ
DIV,ASSIGN_OP
DIV,CAST
DIV,CONCAT
DIV,DIV
DIV,DO_FCALL
DIV,ECHO
DIV,FETCH_CONSTANT
DIV,FETCH_DIM_R
DIV,FETCH_DIM_W
DIV,FETCH_OBJ_R
DIV,FETCH_OBJ_RW
DIV,FETCH_OBJ_W
DIV,FETCH_R
DIV,FETCH_W
DIV,INIT_ARRAY
DIV,INIT_FCALL
DIV,IS_EQUAL
DIV,IS_NOT_EQUAL
DIV,IS_SMALLER
DIV,JMPNZ
DIV,JMPNZ_EX
DIV,JMPZ
DIV,MOD
DIV,MUL
DIV,NOP
DIV,OP_DATA
DIV,QM_ASSIGN
DIV,RETURN
DIV,SEND_FUNC_ARG
DIV,SEND_VAL
DIV,SEND_VAL_EX
DIV,SEND_VAR_EX
DIV,STRLEN
DIV,SUB
DIV,TYPE_CHECK
DO_FCALL,ADD
DO_FCALL,ASSIGN
DO_FCALL,ASSIGN_DIM
DO_FCALL,ASSIGN_DIM_OP
DO_FCALL,ASSIGN_OBJ
DO_FCALL,ASSIGN_OBJ_OP
DO_FCALL,ASSIGN_OBJ_REF
DO_FCALL,ASSIGN_OP
DO_FCALL,ASSIGN_REF
DO_FCALL,BEGIN_SILENCE
DO_FCALL,BIND_GLOBAL
DO_FCALL,BIND_LEXICAL
DO_FCALL,BIND_STATIC
DO_FCALL,BOOL
DO_FCALL,BOOL_NOT
DO_FCALL,BW_AND
DO_FCALL,BW_NOT
DO_FCALL,BW_OR
DO_FCALL,BW_XOR
DO_FCALL,CASE
DO_FCALL,CAST
DO_FCALL,CHECK_FUNC_ARG
DO_FCALL,CLONE
DO_FCALL,COALESCE
DO_FCALL,CONCAT
DO_FCALL,COUNT
DO_FCALL,DECLARE_CLASS
DO_FCALL,DEFINED
DO_FCALL,DIV
DO_FCALL,DO_FCALL
DO_FCALL,ECHO
DO_FCALL,END_SILENCE
DO_FCALL,FAST_CALL
DO_FCALL,FAST_CONCAT
DO_FCALL,FAST_RET
DO_FCALL,FETCH_CLASS
DO_FCALL,FETCH_CONSTANT
DO_FCALL,FETCH_DIM_IS
DO_FCALL,FETCH_DIM_R
DO_FCALL,FETCH_DIM_RW
DO_FCALL,FETCH_DIM_UNSET
DO_FCALL,FETCH_DIM_W
DO_FCALL,FETCH_FUNC_ARG
DO_FCALL,FETCH_GLOBALS
DO_FCALL,FETCH_IS
DO_FCALL,FETCH_LIST_R
DO_FCALL,FETCH_OBJ_IS
DO_FCALL,FETCH_OBJ_R
DO_FCALL,FETCH_OBJ_RW
DO_FCALL,FETCH_OBJ_UNSET
DO_FCALL,FETCH_OBJ_W
DO_FCALL,FETCH_R
DO_FCALL,FETCH_RW
DO_FCALL,FETCH_THIS
DO_FCALL,FETCH_UNSET
DO_FCALL,FETCH_W
DO_FCALL,FE_FREE
DO_FCALL,FE_RESET_R
DO_FCALL,FE_RESET_RW
DO_FCALL,FREE
DO_FCALL,FUNC_GET_ARGS
DO_FCALL,FUNC_NUM_ARGS
DO_FCALL,GET_CLASS
DO_FCALL,INCLUDE_OR_EVAL
DO_FCALL,INIT_ARRAY
DO_FCALL,INIT_FCALL
DO_FCALL,INIT_USER_CALL
DO_FCALL,INSTANCEOF
DO_FCALL,IN_ARRAY
DO_FCALL,IS_EQUAL
DO_FCALL,IS_IDENTICAL
DO_FCALL,IS_NOT_EQUAL
DO_FCALL,IS_SMALLER
DO_FCALL,JMP
DO_FCALL,JMPNZ
DO_FCALL,JMPNZ_EX
DO_FCALL,JMPZ
DO_FCALL,JMPZ_EX
DO_FCALL,JMP_FRAMELESS
DO_FCALL,JMP_SET
DO_FCALL,MAKE_REF
DO_FCALL,MOD
DO_FCALL,MUL
DO_FCALL,NEW
DO_FCALL,NOP
DO_FCALL,OP_DATA
DO_FCALL,POST_DEC
DO_FCALL,POST_INC
DO_FCALL,PRE_DEC
DO_FCALL,PRE_DEC_OBJ
DO_FCALL,PRE_INC
DO_FCALL,PRE_INC_OBJ
DO_FCALL,QM_ASSIGN
DO_FCALL,RECV
DO_FCALL,RETURN
DO_FCALL,RETURN_BY_REF
DO_FCALL,ROPE_ADD
DO_FCALL,ROPE_END
DO_FCALL,ROPE_INIT
DO_FCALL,SEND_ARRAY
DO_FCALL,SEND_FUNC_ARG
DO_FCALL,SEND_REF
DO_FCALL,SEND_UNPACK
DO_FCALL,SEND_USER
DO_FCALL,SEND_VAL
DO_FCALL,SEND_VAL_EX
DO_FCALL,SEND_VAR
DO_FCALL,SEND_VAR_EX
DO_FCALL,SEND_VAR_NO_REF
DO_FCALL,SEPARATE
DO_FCALL,SL
DO_FCALL,SR
DO_FCALL,STRLEN
DO_FCALL,SUB
DO_FCALL,SWITCH_LONG
DO_FCALL,SWITCH_STRING
DO_FCALL,THROW
DO_FCALL,TICKS
DO_FCALL,TYPE_CHECK
DO_FCALL,UNSET_CV
DO_FCALL,UNSET_DIM
DO_FCALL,UNSET_OBJ
DO_FCALL,UNSET_VAR
DO_FCALL,YIELD
DO_ICALL,ADD
DO_ICALL,ASSERT_CHECK
DO_ICALL,ASSIGN
DO_ICALL,ASSIGN_DIM
DO_ICALL,ASSIGN_DIM_OP
DO_ICALL,ASSIGN_OBJ
DO_ICALL,ASSIGN_OBJ_OP
DO_ICALL,ASSIGN_OP
DO_ICALL,BEGIN_SILENCE
DO_ICALL,BIND_GLOBAL
DO_ICALL,BIND_STATIC
DO_ICALL,BOOL
DO_ICALL,BOOL_NOT
DO_ICALL,BW_AND
DO_ICALL,BW_NOT
DO_ICALL,BW_OR
DO_ICALL,BW_XOR
DO_ICALL,CASE
DO_ICALL,CAST
DO_ICALL,CHECK_FUNC_ARG
DO_ICALL,CONCAT
DO_ICALL,COUNT
DO_ICALL,DECLARE_CLASS
DO_ICALL,DECLARE_CONST
DO_ICALL,DEFINED
DO_ICALL,DIV
DO_ICALL,DO_FCALL
DO_ICALL,ECHO
DO_ICALL,END_SILENCE
DO_ICALL,FETCH_CLASS
DO_ICALL,FETCH_CONSTANT
DO_ICALL,FETCH_DIM_IS
DO_ICALL,FETCH_DIM_R
DO_ICALL,FETCH_DIM_RW
DO_ICALL,FETCH_DIM_UNSET
DO_ICALL,FETCH_DIM_W
DO_ICALL,FETCH_FUNC_ARG
DO_ICALL,FETCH_IS
DO_ICALL,FETCH_LIST_R
DO_ICALL,FETCH_OBJ_IS
DO_ICALL,FETCH_OBJ_R
DO_ICALL,FETCH_OBJ_RW
DO_ICALL,FETCH_OBJ_UNSET
DO_ICALL,FETCH_OBJ_W
DO_ICALL,FETCH_R
DO_ICALL,FETCH_RW
DO_ICALL,FETCH_THIS
DO_ICALL,FETCH_UNSET
DO_ICALL,FETCH_W
DO_ICALL,FE_FREE
DO_ICALL,FE_RESET_R
DO_ICALL,FE_RESET_RW
DO_ICALL,FREE
DO_ICALL,FUNC_GET_ARGS
DO_ICALL,FUNC_NUM_ARGS
DO_ICALL,GET_CLASS
DO_ICALL,INCLUDE_OR_EVAL
DO_ICALL,INIT_ARRAY
DO_ICALL,INIT_FCALL
DO_ICALL,INIT_USER_CALL
DO_ICALL,INSTANCEOF
DO_ICALL,IN_ARRAY
DO_ICALL,IS_EQUAL
DO_ICALL,IS_IDENTICAL
DO_ICALL,IS_NOT_EQUAL
DO_ICALL,IS_SMALLER
DO_ICALL,JMP
DO_ICALL,JMPNZ
DO_ICALL,JMPNZ_EX
DO_ICALL,JMPZ
DO_ICALL,JMPZ_EX
DO_ICALL,JMP_FRAMELESS
DO_ICALL,JMP_SET
DO_ICALL,MOD
DO_ICALL,MUL
DO_ICALL,NEW
DO_ICALL,NOP
DO_ICALL,OFF
DO_ICALL,OP_DATA
DO_ICALL,POST_DEC
DO_ICALL,POST_INC
DO_ICALL,PRE_DEC
DO_ICALL,PRE_DEC_OBJ
DO_ICALL,PRE_INC
DO_ICALL,PRE_INC_OBJ
DO_ICALL,QM_ASSIGN
DO_ICALL,RETURN
DO_ICALL,RETURN_BY_REF
DO_ICALL,ROPE_INIT
DO_ICALL,SEND_ARRAY
DO_ICALL,SEND_FUNC_ARG
DO_ICALL,SEND_USER
DO_ICALL,SEND_VAL
DO_ICALL,SEND_VAL_EX
DO_ICALL,SEND_VAR
DO_ICALL,SEND_VAR_EX
DO_ICALL,SEND_VAR_NO_REF
DO_ICALL,SEPARATE
DO_ICALL,SL
DO_ICALL,SR
DO_ICALL,STRLEN
DO_ICALL,SUB
DO_ICALL,SWITCH_LONG
DO_ICALL,SWITCH_STRING
DO_ICALL,THROW
DO_ICALL,TICKS
DO_ICALL,TYPE_CHECK
DO_ICALL,UNSET_CV
DO_ICALL,UNSET_DIM
DO_ICALL,UNSET_OBJ
ECHO,ADD
ECHO,ASSERT_CHECK
ECHO,ASSIGN
ECHO,ASSIGN_DIM
ECHO,ASSIGN_OBJ
ECHO,ASSIGN_OP
ECHO,BEGIN_SILENCE
ECHO,BIND_GLOBAL
ECHO,BOOL
ECHO,BOOL_NOT
ECHO,BW_AND
ECHO,BW_XOR
ECHO,CAST
ECHO,CHECK_FUNC_ARG
ECHO,CONCAT
ECHO,COUNT
ECHO,DECLARE_CLASS
ECHO,DEFINED
ECHO,DIV
ECHO,DO_FCALL
ECHO,ECHO
ECHO,END_SILENCE
ECHO,FETCH_CLASS
ECHO,FETCH_CONSTANT
ECHO,FETCH_DIM_IS
ECHO,FETCH_DIM_R
ECHO,FETCH_DIM_RW
ECHO,FETCH_DIM_UNSET
ECHO,FETCH_DIM_W
ECHO,FETCH_IS
ECHO,FETCH_OBJ_IS
ECHO,FETCH_OBJ_R
ECHO,FETCH_OBJ_UNSET
ECHO,FETCH_OBJ_W
ECHO,FETCH_R
ECHO,FETCH_RW
ECHO,FETCH_THIS
ECHO,FETCH_UNSET
ECHO,FETCH_W
ECHO,FE_FREE
ECHO,FE_RESET_R
ECHO,FE_RESET_RW
ECHO,FREE
ECHO,FUNC_GET_ARGS
ECHO,GET_CLASS
ECHO,IMAGE
ECHO,IN
ECHO,INCLUDE_OR_EVAL
ECHO,INIT_ARRAY
ECHO,INIT_FCALL
ECHO,INSTANCEOF
ECHO,IN_ARRAY
ECHO,IS_EQUAL
ECHO,IS_IDENTICAL
ECHO,IS_NOT_EQUAL
ECHO,IS_SMALLER
ECHO,JMP
ECHO,JMPNZ
ECHO,JMPNZ_EX
ECHO,JMPZ
ECHO,JMPZ_EX
ECHO,JMP_FRAMELESS
ECHO,MOD
ECHO,MUL
ECHO,NEW
ECHO,NOP
ECHO,OP_DATA
ECHO,POST_DEC
ECHO,POST_INC
ECHO,PRE_DEC
ECHO,PRE_INC
ECHO,QM_ASSIGN
ECHO,RETURN
ECHO,ROPE_INIT
ECHO,SEND_VAL
ECHO,SEND_VAL_EX
ECHO,SEND_VAR
ECHO,SEND_VAR_EX
ECHO,STRLEN
ECHO,SUB
ECHO,SWITCH_STRING
ECHO,TICKS
ECHO,TYPE_CHECK
ECHO,UNSET_CV
ECHO,UNSET_DIM
ECHO,UNSET_OBJ
ECHO,UNSET_VAR
END_SILENCE,ADD
END_SILENCE,ASSERT_CHECK
END_SILENCE,ASSIGN
END_SILENCE,ASSIGN_DIM
END_SILENCE,ASSIGN_OBJ
END_SILENCE,ASSIGN_OP
END_SILENCE,BEGIN_SILENCE
END_SILENCE,BIND_GLOBAL
END_SILENCE,BOOL
END_SILENCE,BOOL_NOT
END_SILENCE,BW_AND
END_SILENCE,BW_OR
END_SILENCE,BW_XOR
END_SILENCE,CAST
END_SILENCE,CHECK_FUNC_ARG
END_SILENCE,CONCAT
END_SILENCE,COUNT
END_SILENCE,DECLARE_CLASS
END_SILENCE,DEFINED
END_SILENCE,DIV
END_SILENCE,DO_FCALL
END_SILENCE,ECHO
END_SILENCE,END_SILENCE
END_SILENCE,FAST_RET
END_SILENCE,FETCH_CONSTANT
END_SILENCE,FETCH_DIM_R
END_SILENCE,FETCH_DIM_W
END_SILENCE,FETCH_IS
END_SILENCE,FETCH_LIST_R
END_SILENCE,FETCH_OBJ_IS
END_SILENCE,FETCH_OBJ_R
END_SILENCE,FETCH_OBJ_UNSET
END_SILENCE,FETCH_OBJ_W
END_SILENCE,FETCH_R
END_SILENCE,FETCH_RW
END_SILENCE,FETCH_THIS
END_SILENCE,FETCH_UNSET
END_SILENCE,FETCH_W
END_SILENCE,FE_FREE
END_SILENCE,FE_RESET_R
END_SILENCE,FREE
END_SILENCE,INCLUDE_OR_EVAL
END_SILENCE,INIT_ARRAY
END_SILENCE,INIT_FCALL
END_SILENCE,INSTANCEOF
END_SILENCE,IN_ARRAY
END_SILENCE,IS_EQUAL
END_SILENCE,IS_IDENTICAL
END_SILENCE,IS_NOT_EQUAL
END_SILENCE,IS_SMALLER
END_SILENCE,JMP
END_SILENCE,JMPNZ
END_SILENCE,JMPNZ_EX
END_SILENCE,JMPZ
END_SILENCE,JMPZ_EX
END_SILENCE,JMP_FRAMELESS
END_SILENCE,JMP_SET
END_SILENCE,MUL
END_SILENCE,NEW
END_SILENCE,NOP
END_SILENCE,OP_DATA
END_SILENCE,PRE_DEC
END_SILENCE,PRE_INC
END_SILENCE,QM_ASSIGN
END_SILENCE,RETURN
END_SILENCE,ROPE_INIT
END_SILENCE,SEND_FUNC_ARG
END_SILENCE,SEND_VAL
END_SILENCE,SEND_VAL_EX
END_SILENCE,SEND_VAR
END_SILENCE,SEND_VAR_EX
END_SILENCE,SEND_VAR_NO_REF
END_SILENCE,SL
END_SILENCE,SR
END_SILENCE,STRLEN
END_SILENCE,SUB
END_SILENCE,SWITCH_STRING
END_SILENCE,TYPE_CHECK
END_SILENCE,UNSET_CV
END_SILENCE,UNSET_DIM
FAST_CALL,JMP
FAST_CALL,RETURN
FAST_CONCAT,ADD
FAST_CONCAT,ASSIGN
FAST_CONCAT,ASSIGN_DIM
FAST_CONCAT,ASSIGN_DIM_OP
FAST_CONCAT,ASSIGN_OBJ
FAST_CONCAT,ASSIGN_OBJ_OP
FAST_CONCAT,ASSIGN_OP
FAST_CONCAT,BEGIN_SILENCE
FAST_CONCAT,BOOL
FAST_CONCAT,BOOL_NOT
FAST_CONCAT,CAST
FAST_CONCAT,CHECK_FUNC_ARG
FAST_CONCAT,CONCAT
FAST_CONCAT,COUNT
FAST_CONCAT,DO_FCALL
FAST_CONCAT,ECHO
FAST_CONCAT,FETCH_CONSTANT
FAST_CONCAT,FETCH_DIM_IS
FAST_CONCAT,FETCH_DIM_R
FAST_CONCAT,FETCH_DIM_RW
FAST_CONCAT,FETCH_DIM_W
FAST_CONCAT,FETCH_IS
FAST_CONCAT,FETCH_OBJ_R
FAST_CONCAT,FETCH_OBJ_W
FAST_CONCAT,FETCH_R
FAST_CONCAT,FETCH_RW
FAST_CONCAT,FETCH_UNSET
FAST_CONCAT,FETCH_W
FAST_CONCAT,FE_RESET_R
FAST_CONCAT,INCLUDE_OR_EVAL
FAST_CONCAT,INIT_ARRAY
FAST_CONCAT,INIT_FCALL
FAST_CONCAT,INIT_USER_CALL
FAST_CONCAT,IS_EQUAL
FAST_CONCAT,IS_IDENTICAL
FAST_CONCAT,IS_NOT_EQUAL
FAST_CONCAT,IS_SMALLER
FAST_CONCAT,JMPZ
FAST_CONCAT,JMPZ_EX
FAST_CONCAT,JMP_FRAMELESS
FAST_CONCAT,MUL
FAST_CONCAT,NOP
FAST_CONCAT,OP_DATA
FAST_CONCAT,POST_INC
FAST_CONCAT,QM_ASSIGN
FAST_CONCAT,RETURN
FAST_CONCAT,ROPE_INIT
FAST_CONCAT,SEND_FUNC_ARG
FAST_CONCAT,SEND_VAL
FAST_CONCAT,SEND_VAL_EX
FAST_CONCAT,SEND_VAR_EX
FAST_CONCAT,STRLEN
FAST_CONCAT,SUB
FAST_CONCAT,TYPE_CHECK
FAST_RET,DO_FCALL
FAST_RET,FE_RESET_R
FAST_RET,INSTANCEOF
FAST_RET,JMP
FAST_RET,RETURN
FAST_RET,SEND_VAL_EX
FETCH_CLASS,CHECK_FUNC_ARG
FETCH_CLASS,CONCAT
FETCH_CLASS,DO_FCALL
FETCH_CLASS,FETCH_DIM_R
FETCH_CLASS,FETCH_OBJ_R
FETCH_CLASS,FETCH_THIS
FETCH_CLASS,INIT_ARRAY
FETCH_CLASS,INSTANCEOF
FETCH_CLASS,IS_EQUAL
FETCH_CLASS,IS_SMALLER
FETCH_CLASS,JMPZ
FETCH_CLASS,JMP_FRAMELESS
FETCH_CLASS,MUL
FETCH_CLASS,NEW
FETCH_CLASS,OP_DATA
FETCH_CLASS,QM_ASSIGN
FETCH_CLASS,RETURN
FETCH_CLASS,SEND_FUNC_ARG
FETCH_CLASS,SEND_UNPACK
FETCH_CLASS,SEND_VAL_EX
FETCH_CLASS,SEND_VAR_EX
FETCH_CLASS,STRLEN
FETCH_CONSTANT,ADD
FETCH_CONSTANT,ASSIGN
FETCH_CONSTANT,ASSIGN_DIM
FETCH_CONSTANT,ASSIGN_OBJ
FETCH_CONSTANT,ASSIGN_OBJ_OP
FETCH_CONSTANT,ASSIGN_OP
FETCH_CONSTANT,BEGIN_SILENCE
FETCH_CONSTANT,BIND_LEXICAL
FETCH_CONSTANT,BIND_STATIC
FETCH_CONSTANT,BOOL
FETCH_CONSTANT,BOOL_NOT
FETCH_CONSTANT,BW_AND
FETCH_CONSTANT,BW_NOT
FETCH_CONSTANT,BW_OR
FETCH_CONSTANT,BW_XOR
FETCH_CONSTANT,CASE
FETCH_CONSTANT,CAST
FETCH_CONSTANT,CHECK_FUNC_ARG
FETCH_CONSTANT,COALESCE
FETCH_CONSTANT,CONCAT
FETCH_CONSTANT,COUNT
FETCH_CONSTANT,DIV
FETCH_CONSTANT,DO_FCALL
FETCH_CONSTANT,ECHO
FETCH_CONSTANT,END_SILENCE
FETCH_CONSTANT,FETCH_CONSTANT
FETCH_CONSTANT,FETCH_DIM_IS
FETCH_CONSTANT,FETCH_DIM_R
FETCH_CONSTANT,FETCH_DIM_RW
FETCH_CONSTANT,FETCH_DIM_UNSET
FETCH_CONSTANT,FETCH_DIM_W
FETCH_CONSTANT,FETCH_FUNC_ARG
FETCH_CONSTANT,FETCH_IS
FETCH_CONSTANT,FETCH_OBJ_IS
FETCH_CONSTANT,FETCH_OBJ_R
FETCH_CONSTANT,FETCH_OBJ_RW
FETCH_CONSTANT,FETCH_OBJ_W
FETCH_CONSTANT,FETCH_R
FETCH_CONSTANT,FETCH_RW
FETCH_CONSTANT,FETCH_UNSET
FETCH_CONSTANT,FETCH_W
FETCH_CONSTANT,FE_RESET_R
FETCH_CONSTANT,FREE
FETCH_CONSTANT,INCLUDE_OR_EVAL
FETCH_CONSTANT,INIT_ARRAY
FETCH_CONSTANT,INIT_FCALL
FETCH_CONSTANT,INIT_USER_CALL
FETCH_CONSTANT,IN_ARRAY
FETCH_CONSTANT,IS_EQUAL
FETCH_CONSTANT,IS_IDENTICAL
FETCH_CONSTANT,IS_NOT_EQUAL
FETCH_CONSTANT,IS_SMALLER
FETCH_CONSTANT,JMPNZ
FETCH_CONSTANT,JMPNZ_EX
FETCH_CONSTANT,JMPZ
FETCH_CONSTANT,JMPZ_EX
FETCH_CONSTANT,JMP_FRAMELESS
FETCH_CONSTANT,JMP_SET
