ngram,idf
DO_ICALL FETCH_RW,6.989180387001318
DO_ICALL FETCH_THIS,8.405033550362752
DO_ICALL FETCH_UNSET,5.840084192901217
DO_ICALL FETCH_W,4.472423911326219
DO_ICALL FE_FREE,8.532866921872639
DO_ICALL FE_RESET_R,4.486630937970569
DO_ICALL FE_RESET_RW,10.525297086562844
DO_ICALL FREE,6.998936561946683
DO_ICALL FUNC_GET_ARGS,10.525297086562844
DO_ICALL FUNC_NUM_ARGS,10.525297086562844
DO_ICALL GET_CLASS,9.832149906002899
DO_ICALL INCLUDE_OR_EVAL,4.294815638984362
DO_ICALL INIT_ARRAY,4.918270280370951
DO_ICALL INIT_FCALL,3.1375878474818037
DO_ICALL INIT_USER_CALL,9.139002725442953
DO_ICALL INSTANCEOF,10.93076219467101
DO_ICALL IN_ARRAY,7.529564813008854
DO_ICALL IS_EQUAL,3.9708889614267653
DO_ICALL IS_IDENTICAL,5.403319205131215
DO_ICALL IS_NOT_EQUAL,4.981422573863698
DO_ICALL IS_SMALLER,5.178189555845376
DO_ICALL JMP,3.6265825522328563
DO_ICALL JMPNZ,5.5168864874887
DO_ICALL JMPNZ_EX,4.997191625981929
DO_ICALL JMPZ,3.339152782040519
DO_ICALL JMPZ_EX,4.4922108647640435
DO_ICALL JMP_FRAMELESS,9.832149906002899
DO_ICALL JMP_SET,8.73353761733479
DO_ICALL MOD,7.546371931325234
DO_ICALL MUL,5.421373858043031
DO_ICALL NEW,6.345794716000436
DO_ICALL NOP,6.168588259873252
DO_ICALL OFF,10.014471462796854
DO_ICALL OP_DATA,4.444601405726919
DO_ICALL POST_DEC,7.732089077120327
DO_ICALL POST_INC,10.525297086562844
DO_ICALL PRE_DEC,7.711886369802808
DO_ICALL PRE_DEC_OBJ,10.525297086562844
DO_ICALL PRE_INC,5.2959725915017595
DO_ICALL PRE_INC_OBJ,9.832149906002899
DO_ICALL QM_ASSIGN,4.263805402241802
DO_ICALL RETURN,3.1367631051670135
DO_ICALL RETURN_BY_REF,10.525297086562844
DO_ICALL ROPE_INIT,5.343513536270759
DO_ICALL SEND_ARRAY,9.832149906002899
DO_ICALL SEND_FUNC_ARG,7.711886369802808
DO_ICALL SEND_USER,9.226014102432584
DO_ICALL SEND_VAL,5.397372705943488
DO_ICALL SEND_VAL_EX,4.38541253433659
DO_ICALL SEND_VAR,3.218094771798106
DO_ICALL SEND_VAR_EX,4.724186267946081
DO_ICALL SEND_VAR_NO_REF,6.771879111311337
DO_ICALL SEPARATE,10.93076219467101
DO_ICALL SL,8.291704865055749
DO_ICALL SR,9.058960017769417
DO_ICALL STRLEN,5.821790999853891
DO_ICALL SUB,4.960776679240151
DO_ICALL SWITCH_LONG,5.6758743860503085
DO_ICALL SWITCH_STRING,6.464854076016425
DO_ICALL THROW,9.321324282236908
DO_ICALL TICKS,8.44585554488301
DO_ICALL TYPE_CHECK,5.064294137737712
DO_ICALL UNSET_CV,7.319844282026784
DO_ICALL UNSET_DIM,7.5985576844958045
DO_ICALL UNSET_OBJ,10.93076219467101
ECHO ADD,6.675149484852786
ECHO ASSERT_CHECK,8.127401813764475
ECHO ASSIGN,3.7199437411987883
ECHO ASSIGN_DIM,7.3898028706336945
ECHO ASSIGN_OBJ,9.426684797894735
ECHO ASSIGN_OP,6.91437917391862
ECHO BEGIN_SILENCE,4.1779078769068345
ECHO BIND_GLOBAL,8.189922170745808
ECHO BOOL,5.9540284522504345
ECHO BOOL_NOT,4.642903634509224
ECHO BW_AND,7.419216755839988
ECHO BW_XOR,10.525297086562844
ECHO CAST,6.5119215868744105
ECHO CHECK_FUNC_ARG,4.986651343946497
ECHO CONCAT,4.241162925492042
ECHO COUNT,5.454298642739498
ECHO DECLARE_CLASS,8.2227119935688
ECHO DEFINED,8.365812837209472
ECHO DIV,7.267200548541362
ECHO DO_FCALL,4.058634093332023
ECHO ECHO,2.9655639040588326
ECHO END_SILENCE,6.941778148106734
ECHO FETCH_CLASS,10.93076219467101
ECHO FETCH_CONSTANT,4.687566639396905
ECHO FETCH_DIM_IS,8.365812837209472
ECHO FETCH_DIM_R,4.514847239543782
ECHO FETCH_DIM_RW,8.291704865055749
ECHO FETCH_DIM_UNSET,10.93076219467101
ECHO FETCH_DIM_W,9.677999226175642
ECHO FETCH_IS,4.122827250971083
ECHO FETCH_OBJ_IS,7.732089077120327
ECHO FETCH_OBJ_R,4.832687912504769
ECHO FETCH_OBJ_UNSET,8.984852045615696
ECHO FETCH_OBJ_W,9.426684797894735
ECHO FETCH_R,3.8221089733219817
ECHO FETCH_RW,6.044179549244732
ECHO FETCH_THIS,5.247182427332327
ECHO FETCH_UNSET,7.8172468854606345
ECHO FETCH_W,5.735031416898073
ECHO FE_FREE,9.677999226175642
ECHO FE_RESET_R,4.027517071166757
ECHO FE_RESET_RW,9.139002725442953
ECHO FREE,6.8877109268364585
ECHO FUNC_GET_ARGS,10.237615014111064
ECHO GET_CLASS,10.237615014111064
ECHO IMAGE,10.93076219467101
ECHO IN,10.525297086562844
ECHO INCLUDE_OR_EVAL,5.389498649512583
ECHO INIT_ARRAY,6.05938896790826
ECHO INIT_FCALL,3.105716683481633
ECHO INSTANCEOF,9.677999226175642
ECHO IN_ARRAY,10.014471462796854
ECHO IS_EQUAL,4.406465943534421
ECHO IS_IDENTICAL,8.06856131374154
ECHO IS_NOT_EQUAL,4.998517007222998
ECHO IS_SMALLER,6.787627468279476
ECHO JMP,3.1870589364972552
ECHO JMPNZ,8.365812837209472
ECHO JMPNZ_EX,5.735031416898073
ECHO JMPZ,4.150272266734747
ECHO JMPZ_EX,4.889317715258006
ECHO JMP_FRAMELESS,9.544467833551119
ECHO MOD,8.851320652991173
ECHO MUL,7.091309882077698
ECHO NEW,5.871336736405321
ECHO NOP,5.026763673344303
ECHO OP_DATA,5.906881673824732
ECHO POST_DEC,8.851320652991173
ECHO POST_INC,7.732089077120327
ECHO PRE_DEC,7.910337308526646
ECHO PRE_INC,4.354989247037233
ECHO QM_ASSIGN,8.328072509226626
ECHO RETURN,2.591500211747433
ECHO ROPE_INIT,4.552336011019422
ECHO SEND_VAL,9.832149906002899
ECHO SEND_VAL_EX,3.829086223051565
ECHO SEND_VAR,10.525297086562844
ECHO SEND_VAR_EX,4.063828910209127
ECHO STRLEN,6.828118829634213
ECHO SUB,7.653617461678833
ECHO SWITCH_STRING,7.193092576387641
ECHO TICKS,10.237615014111064
ECHO TYPE_CHECK,5.6943202318410595
ECHO UNSET_CV,7.241882740557073
ECHO UNSET_DIM,9.058960017769417
ECHO UNSET_OBJ,10.93076219467101
ECHO UNSET_VAR,10.93076219467101
END_SILENCE ADD,7.529564813008854
END_SILENCE ASSERT_CHECK,10.525297086562844
END_SILENCE ASSIGN,3.670591028670523
END_SILENCE ASSIGN_DIM,5.473306606784675
END_SILENCE ASSIGN_OBJ,5.231992261838352
END_SILENCE ASSIGN_OP,5.63494795834109
END_SILENCE BEGIN_SILENCE,4.029528132679138
END_SILENCE BIND_GLOBAL,10.93076219467101
END_SILENCE BOOL,4.869305275742992
END_SILENCE BOOL_NOT,4.440797673487673
END_SILENCE BW_AND,10.237615014111064
END_SILENCE BW_OR,10.93076219467101
END_SILENCE BW_XOR,8.915859174128745
END_SILENCE CAST,6.216737603770835
END_SILENCE CHECK_FUNC_ARG,7.3898028706336945
END_SILENCE CONCAT,4.602825410941813
END_SILENCE COUNT,7.361229498189639
END_SILENCE DECLARE_CLASS,8.628177101676963
END_SILENCE DEFINED,7.839719741312693
END_SILENCE DIV,6.198959357749551
END_SILENCE DO_FCALL,4.825968962256024
END_SILENCE ECHO,4.432480045194575
END_SILENCE END_SILENCE,6.151638701559479
END_SILENCE FAST_RET,10.93076219467101
END_SILENCE FETCH_CONSTANT,6.90541050393586
END_SILENCE FETCH_DIM_R,5.501416565716568
END_SILENCE FETCH_DIM_W,7.672665656649527
END_SILENCE FETCH_IS,5.748978644378924
END_SILENCE FETCH_LIST_R,6.139112441740299
END_SILENCE FETCH_OBJ_IS,10.93076219467101
END_SILENCE FETCH_OBJ_R,6.414423222389533
END_SILENCE FETCH_OBJ_UNSET,10.93076219467101
END_SILENCE FETCH_OBJ_W,6.779722288772363
END_SILENCE FETCH_R,5.160879918310284
END_SILENCE FETCH_RW,8.532866921872639
END_SILENCE FETCH_THIS,9.426684797894735
END_SILENCE FETCH_UNSET,8.189922170745808
END_SILENCE FETCH_W,5.2817879565098025
END_SILENCE FE_FREE,8.628177101676963
END_SILENCE FE_RESET_R,6.055564871469858
END_SILENCE FREE,5.373934132971471
END_SILENCE FUNC_NUM_ARGS,10.525297086562844
END_SILENCE INCLUDE_OR_EVAL,8.291704865055749
END_SILENCE INIT_ARRAY,6.969949025073431
END_SILENCE INIT_FCALL,4.20512849248016
END_SILENCE INSTANCEOF,10.525297086562844
END_SILENCE IN_ARRAY,9.832149906002899
END_SILENCE IS_EQUAL,5.009183775027193
END_SILENCE IS_IDENTICAL,7.672665656649527
END_SILENCE IS_NOT_EQUAL,5.532599493153256
END_SILENCE IS_SMALLER,6.025487416232579
END_SILENCE JMP,4.50670387206661
END_SILENCE JMPNZ,6.291190581965585
END_SILENCE JMPNZ_EX,5.131669540210483
END_SILENCE JMPZ,4.141227547076303
END_SILENCE JMPZ_EX,5.134704443905637
END_SILENCE JMP_FRAMELESS,9.677999226175642
END_SILENCE JMP_SET,8.915859174128745
END_SILENCE MUL,10.93076219467101
END_SILENCE NEW,7.1352730054988145
END_SILENCE NOP,8.851320652991173
END_SILENCE OP_DATA,5.421373858043031
END_SILENCE PRE_DEC,10.93076219467101
END_SILENCE PRE_INC,6.711254489494902
END_SILENCE QM_ASSIGN,5.590823153432153
END_SILENCE RETURN,4.033562429628388
END_SILENCE ROPE_INIT,6.482245818728294
END_SILENCE SEND_FUNC_ARG,10.014471462796854
END_SILENCE SEND_VAL,5.337911280722089
END_SILENCE SEND_VAL_EX,5.228647777115505
END_SILENCE SEND_VAR,4.593936463524567
END_SILENCE SEND_VAR_EX,6.155849234095823
END_SILENCE SEND_VAR_NO_REF,10.525297086562844
END_SILENCE SL,10.525297086562844
END_SILENCE SR,10.014471462796854
END_SILENCE STRLEN,7.935029921117017
END_SILENCE SUB,6.40355355015263
END_SILENCE SWITCH_STRING,8.679470396064513
END_SILENCE TYPE_CHECK,5.32312358056771
END_SILENCE UNSET_CV,8.532866921872639
END_SILENCE UNSET_DIM,7.960347729101308
FAST_CALL JMP,7.8172468854606345
FAST_CALL RETURN,8.57938693750753
FAST_CONCAT ADD,10.525297086562844
FAST_CONCAT ASSIGN,4.857717660570604
FAST_CONCAT ASSIGN_DIM,6.45912340130744
FAST_CONCAT ASSIGN_DIM_OP,8.628177101676963
FAST_CONCAT ASSIGN_OBJ,8.915859174128745
FAST_CONCAT ASSIGN_OBJ_OP,8.127401813764475
FAST_CONCAT ASSIGN_OP,5.800863479747935
FAST_CONCAT BEGIN_SILENCE,8.679470396064513
FAST_CONCAT BOOL,10.93076219467101
FAST_CONCAT BOOL_NOT,7.8172468854606345
FAST_CONCAT CAST,9.321324282236908
FAST_CONCAT CHECK_FUNC_ARG,8.984852045615696
FAST_CONCAT CONCAT,5.041884236338128
FAST_CONCAT COUNT,10.237615014111064
FAST_CONCAT DO_FCALL,8.097548850614793
FAST_CONCAT ECHO,4.628143218926104
FAST_CONCAT FETCH_CONSTANT,8.189922170745808
FAST_CONCAT FETCH_DIM_IS,10.525297086562844
FAST_CONCAT FETCH_DIM_R,7.070032483630413
FAST_CONCAT FETCH_DIM_RW,10.93076219467101
FAST_CONCAT FETCH_DIM_W,7.910337308526646
FAST_CONCAT FETCH_IS,9.832149906002899
FAST_CONCAT FETCH_OBJ_R,8.488415159301805
FAST_CONCAT FETCH_OBJ_W,7.563466364684535
FAST_CONCAT FETCH_R,6.613274081134699
FAST_CONCAT FETCH_RW,8.127401813764475
FAST_CONCAT FETCH_UNSET,10.93076219467101
FAST_CONCAT FETCH_W,7.960347729101308
FAST_CONCAT FE_RESET_R,10.93076219467101
FAST_CONCAT INCLUDE_OR_EVAL,8.158173472431226
FAST_CONCAT INIT_ARRAY,6.320604467171878
FAST_CONCAT INIT_FCALL,6.305789381386738
FAST_CONCAT INIT_USER_CALL,10.93076219467101
FAST_CONCAT IS_EQUAL,8.158173472431226
FAST_CONCAT IS_IDENTICAL,10.237615014111064
FAST_CONCAT IS_NOT_EQUAL,8.189922170745808
FAST_CONCAT IS_SMALLER,10.93076219467101
FAST_CONCAT JMPZ,7.5985576844958045
FAST_CONCAT JMPZ_EX,10.93076219467101
FAST_CONCAT JMP_FRAMELESS,10.237615014111064
FAST_CONCAT MUL,9.139002725442953
FAST_CONCAT NOP,7.102120798181914
FAST_CONCAT OP_DATA,7.361229498189639
FAST_CONCAT POST_INC,10.93076219467101
FAST_CONCAT QM_ASSIGN,6.542505010246491
FAST_CONCAT RETURN,6.787627468279476
FAST_CONCAT ROPE_INIT,8.679470396064513
FAST_CONCAT SEND_FUNC_ARG,10.525297086562844
FAST_CONCAT SEND_VAL,4.553185267970678
FAST_CONCAT SEND_VAL_EX,4.410877715396085
FAST_CONCAT SEND_VAR_EX,7.862709259537391
FAST_CONCAT STRLEN,9.677999226175642
FAST_CONCAT SUB,10.93076219467101
FAST_CONCAT TYPE_CHECK,9.321324282236908
FAST_RET ASSIGN_OBJ,10.525297086562844
FAST_RET BOOL_NOT,10.93076219467101
FAST_RET DO_FCALL,10.525297086562844
FAST_RET FAST_CALL,10.93076219467101
FAST_RET FETCH_OBJ_R,10.93076219467101
FAST_RET FE_RESET_R,10.93076219467101
FAST_RET INSTANCEOF,10.93076219467101
FAST_RET JMP,10.237615014111064
FAST_RET JMPZ,10.525297086562844
FAST_RET RETURN,8.2227119935688
FAST_RET SEND_VAL_EX,10.93076219467101
FAST_RET SEND_VAR_EX,10.525297086562844
FAST_RET THROW,10.93076219467101
FAST_RET TYPE_CHECK,10.93076219467101
FETCH_CLASS ASSIGN,9.832149906002899
FETCH_CLASS BIND_LEXICAL,10.525297086562844
FETCH_CLASS BOOL_NOT,10.93076219467101
FETCH_CLASS BW_OR,10.93076219467101
FETCH_CLASS CHECK_FUNC_ARG,9.058960017769417
FETCH_CLASS CONCAT,9.832149906002899
FETCH_CLASS DO_FCALL,8.291704865055749
FETCH_CLASS FETCH_CLASS,10.93076219467101
FETCH_CLASS FETCH_DIM_R,10.525297086562844
FETCH_CLASS FETCH_OBJ_R,10.237615014111064
FETCH_CLASS FETCH_THIS,10.525297086562844
FETCH_CLASS FE_RESET_R,10.93076219467101
FETCH_CLASS INIT_ARRAY,10.014471462796854
FETCH_CLASS INSTANCEOF,7.546371931325234
FETCH_CLASS IS_EQUAL,10.93076219467101
FETCH_CLASS IS_SMALLER,10.237615014111064
FETCH_CLASS JMPZ,10.525297086562844
FETCH_CLASS JMP_FRAMELESS,10.237615014111064
FETCH_CLASS MUL,10.93076219467101
FETCH_CLASS NEW,5.75461246209718
FETCH_CLASS OP_DATA,10.93076219467101
FETCH_CLASS QM_ASSIGN,10.525297086562844
FETCH_CLASS RETURN,10.525297086562844
FETCH_CLASS SEND_FUNC_ARG,10.93076219467101
FETCH_CLASS SEND_UNPACK,10.93076219467101
FETCH_CLASS SEND_VAL,10.93076219467101
FETCH_CLASS SEND_VAL_EX,8.25661354524448
FETCH_CLASS SEND_VAR_EX,8.915859174128745
FETCH_CLASS STRLEN,10.93076219467101
FETCH_CONSTANT ADD,7.672665656649527
FETCH_CONSTANT ASSIGN,5.6077522155326
FETCH_CONSTANT ASSIGN_DIM,6.070949790309337
FETCH_CONSTANT ASSIGN_OBJ,7.434254633204529
FETCH_CONSTANT ASSIGN_OBJ_OP,9.832149906002899
FETCH_CONSTANT ASSIGN_OP,8.189922170745808
FETCH_CONSTANT BEGIN_SILENCE,6.248630967546789
FETCH_CONSTANT BIND_LEXICAL,10.525297086562844
FETCH_CONSTANT BIND_STATIC,8.915859174128745
FETCH_CONSTANT BOOL,6.447759642657125
FETCH_CONSTANT BOOL_NOT,5.843165859438624
FETCH_CONSTANT BW_AND,6.696655690073749
FETCH_CONSTANT BW_NOT,7.15800125657637
FETCH_CONSTANT BW_OR,6.325592008682918
FETCH_CONSTANT BW_XOR,6.9510805407690475
FETCH_CONSTANT CASE,6.286371295529636
FETCH_CONSTANT CAST,8.984852045615696
FETCH_CONSTANT CHECK_FUNC_ARG,9.321324282236908
FETCH_CONSTANT COALESCE,10.93076219467101
FETCH_CONSTANT CONCAT,3.840685358894917
FETCH_CONSTANT COUNT,10.237615014111064
FETCH_CONSTANT DIV,8.365812837209472
FETCH_CONSTANT DO_FCALL,7.293176034944623
FETCH_CONSTANT ECHO,5.809778843405888
FETCH_CONSTANT END_SILENCE,6.453425380192802
FETCH_CONSTANT FETCH_CONSTANT,5.0944905369687286
FETCH_CONSTANT FETCH_DIM_IS,9.058960017769417
FETCH_CONSTANT FETCH_DIM_R,5.624972813284271
FETCH_CONSTANT FETCH_DIM_RW,10.93076219467101
FETCH_CONSTANT FETCH_DIM_UNSET,10.525297086562844
FETCH_CONSTANT FETCH_DIM_W,7.070032483630413
FETCH_CONSTANT FETCH_FUNC_ARG,6.586956772817325
FETCH_CONSTANT FETCH_IS,7.205068767434356
FETCH_CONSTANT FETCH_OBJ_IS,9.677999226175642
FETCH_CONSTANT FETCH_OBJ_R,7.513035511057643
FETCH_CONSTANT FETCH_OBJ_RW,10.014471462796854
FETCH_CONSTANT FETCH_OBJ_W,8.25661354524448
FETCH_CONSTANT FETCH_R,5.285315297027771
FETCH_CONSTANT FETCH_RW,9.321324282236908
FETCH_CONSTANT FETCH_THIS,10.93076219467101
FETCH_CONSTANT FETCH_UNSET,7.672665656649527
FETCH_CONSTANT FETCH_W,7.028789525096364
FETCH_CONSTANT FE_RESET_R,10.014471462796854
FETCH_CONSTANT FREE,8.532866921872639
FETCH_CONSTANT FUNC_GET_ARGS,10.93076219467101
FETCH_CONSTANT INCLUDE_OR_EVAL,10.014471462796854
FETCH_CONSTANT INIT_ARRAY,5.906881673824732
FETCH_CONSTANT INIT_FCALL,7.1352730054988145
FETCH_CONSTANT INIT_USER_CALL,9.832149906002899
FETCH_CONSTANT IN_ARRAY,10.014471462796854
FETCH_CONSTANT IS_EQUAL,5.713112731190427
FETCH_CONSTANT IS_IDENTICAL,6.979518476089582
FETCH_CONSTANT IS_NOT_EQUAL,6.619963069285495
FETCH_CONSTANT IS_SMALLER,6.896521556518613
FETCH_CONSTANT JMPNZ,9.321324282236908
FETCH_CONSTANT JMPNZ_EX,8.25661354524448
FETCH_CONSTANT JMPZ,5.668072005766123
FETCH_CONSTANT JMPZ_EX,6.325592008682918
FETCH_CONSTANT JMP_FRAMELESS,9.426684797894735
FETCH_CONSTANT JMP_SET,10.93076219467101
FETCH_CONSTANT MOD,9.544467833551119
FETCH_CONSTANT MUL,7.15800125657637
FETCH_CONSTANT NOP,8.040390436774844
FETCH_CONSTANT OP_DATA,6.488110938180692
FETCH_CONSTANT QM_ASSIGN,6.356051216167626
FETCH_CONSTANT RETURN,7.205068767434356
FETCH_CONSTANT ROPE_INIT,8.628177101676963
FETCH_CONSTANT SEND_FUNC_ARG,7.08061459296095
FETCH_CONSTANT SEND_USER,10.525297086562844
FETCH_CONSTANT SEND_VAL,4.963334225391268
FETCH_CONSTANT SEND_VAL_EX,4.043719957286413
FETCH_CONSTANT SEND_VAR_EX,8.851320652991173
FETCH_CONSTANT SL,10.237615014111064
FETCH_CONSTANT SR,10.93076219467101
FETCH_CONSTANT STRLEN,9.226014102432584
FETCH_CONSTANT SUB,6.494010660307881
FETCH_CONSTANT SWITCH_STRING,9.426684797894735
FETCH_CONSTANT TYPE_CHECK,7.752708364323063
FETCH_CONSTANT UNSET_DIM,8.532866921872639
FETCH_DIM_IS ASSIGN,9.544467833551119
FETCH_DIM_IS ASSIGN_OBJ,10.525297086562844
FETCH_DIM_IS BOOL,6.499945395827695
FETCH_DIM_IS BOOL_NOT,5.178189555845376
FETCH_DIM_IS COALESCE,6.586956772817325
FETCH_DIM_IS END_SILENCE,9.058960017769417
FETCH_DIM_IS FETCH_DIM_IS,6.494010660307881
FETCH_DIM_IS FETCH_OBJ_IS,9.321324282236908
FETCH_DIM_IS JMPNZ,10.014471462796854
FETCH_DIM_IS JMPNZ_EX,7.480774648839422
FETCH_DIM_IS JMPZ,5.171860420793728
FETCH_DIM_IS JMPZ_EX,6.122651164686227
FETCH_DIM_IS QM_ASSIGN,10.525297086562844
FETCH_DIM_IS RETURN,9.321324282236908
FETCH_DIM_IS SEND_VAL,8.365812837209472
FETCH_DIM_IS SEND_VAL_EX,9.226014102432584
FETCH_DIM_IS TYPE_CHECK,10.93076219467101
FETCH_DIM_R ADD,4.735336915665592
FETCH_DIM_R ASSIGN,2.8278730600301403
FETCH_DIM_R ASSIGN_DIM,3.976600542874716
FETCH_DIM_R ASSIGN_DIM_OP,5.812768382254253
FETCH_DIM_R ASSIGN_OBJ,5.026763673344303
FETCH_DIM_R ASSIGN_OBJ_OP,8.291704865055749
FETCH_DIM_R ASSIGN_OP,4.9405484294646795
FETCH_DIM_R BEGIN_SILENCE,7.241882740557073
FETCH_DIM_R BIND_LEXICAL,10.525297086562844
FETCH_DIM_R BOOL,4.20993908504051
FETCH_DIM_R BOOL_NOT,4.262533946253606
FETCH_DIM_R BOOL_XOR,10.93076219467101
FETCH_DIM_R BW_AND,6.756374924775372
FETCH_DIM_R BW_NOT,9.058960017769417
FETCH_DIM_R BW_OR,7.692083742506628
FETCH_DIM_R BW_XOR,6.779722288772363
FETCH_DIM_R CASE,6.315641677829749
FETCH_DIM_R CAST,4.136735681017214
FETCH_DIM_R CHECK_FUNC_ARG,5.048833534631334
FETCH_DIM_R CLONE,8.532866921872639
FETCH_DIM_R CONCAT,3.1431727208253317
FETCH_DIM_R COUNT,4.918270280370951
FETCH_DIM_R DIV,5.352920943372655
FETCH_DIM_R DO_FCALL,5.271279978911387
FETCH_DIM_R ECHO,4.07851962561913
FETCH_DIM_R END_SILENCE,4.731267734058865
FETCH_DIM_R FAST_CONCAT,5.4883444841492155
FETCH_DIM_R FETCH_CLASS,8.628177101676963
FETCH_DIM_R FETCH_CONSTANT,5.7185475271763835
FETCH_DIM_R FETCH_DIM_IS,7.146572560752747
FETCH_DIM_R FETCH_DIM_R,3.155696366036435
FETCH_DIM_R FETCH_DIM_RW,8.679470396064513
FETCH_DIM_R FETCH_DIM_UNSET,10.93076219467101
FETCH_DIM_R FETCH_DIM_W,5.32312358056771
FETCH_DIM_R FETCH_FUNC_ARG,8.532866921872639
FETCH_DIM_R FETCH_IS,7.752708364323063
FETCH_DIM_R FETCH_LIST_R,7.480774648839422
FETCH_DIM_R FETCH_OBJ_IS,7.434254633204529
FETCH_DIM_R FETCH_OBJ_R,4.97881840572531
FETCH_DIM_R FETCH_OBJ_RW,8.790696031174738
FETCH_DIM_R FETCH_OBJ_UNSET,9.139002725442953
FETCH_DIM_R FETCH_OBJ_W,5.632444828122972
FETCH_DIM_R FETCH_R,4.832687912504769
FETCH_DIM_R FETCH_RW,7.839719741312693
FETCH_DIM_R FETCH_THIS,8.628177101676963
FETCH_DIM_R FETCH_UNSET,10.93076219467101
FETCH_DIM_R FETCH_W,4.573786854961895
FETCH_DIM_R FE_FREE,7.205068767434356
FETCH_DIM_R FE_RESET_R,4.184350066097634
FETCH_DIM_R FREE,7.229460220558515
FETCH_DIM_R GET_CLASS,8.365812837209472
FETCH_DIM_R GET_TYPE,9.677999226175642
FETCH_DIM_R INCLUDE_OR_EVAL,4.5026569219864125
FETCH_DIM_R INIT_ARRAY,4.179076101338761
FETCH_DIM_R INIT_FCALL,5.30674468848367
FETCH_DIM_R INIT_USER_CALL,7.1812581187406375
FETCH_DIM_R INSTANCEOF,6.896521556518613
FETCH_DIM_R IN_ARRAY,6.64717563281038
FETCH_DIM_R IS_EQUAL,3.447799032993613
FETCH_DIM_R IS_IDENTICAL,4.860024466668519
FETCH_DIM_R IS_NOT_EQUAL,3.9637950560570254
FETCH_DIM_R IS_SMALLER,4.420503854147859
FETCH_DIM_R JMPNZ,5.699653577816422
FETCH_DIM_R JMPNZ_EX,6.470617780733175
FETCH_DIM_R JMPZ,3.74575403872763
FETCH_DIM_R JMPZ_EX,5.050229208270308
FETCH_DIM_R JMP_FRAMELESS,8.405033550362752
FETCH_DIM_R JMP_SET,8.488415159301805
FETCH_DIM_R MOD,7.862709259537391
FETCH_DIM_R MUL,5.225314440695747
FETCH_DIM_R NEW,8.532866921872639
FETCH_DIM_R NOP,5.974935137069748
FETCH_DIM_R OP_DATA,4.174411369848105
FETCH_DIM_R POST_INC,10.237615014111064
FETCH_DIM_R PRE_INC,9.139002725442953
FETCH_DIM_R QM_ASSIGN,3.704553184570337
FETCH_DIM_R RETURN,4.241162925492042
FETCH_DIM_R ROPE_ADD,4.407934372579488
FETCH_DIM_R ROPE_END,5.726755507594214
FETCH_DIM_R ROPE_INIT,5.4356452521483645
FETCH_DIM_R SEND_ARRAY,8.790696031174738
FETCH_DIM_R SEND_FUNC_ARG,6.811725019858536
FETCH_DIM_R SEND_UNPACK,10.525297086562844
FETCH_DIM_R SEND_USER,8.189922170745808
FETCH_DIM_R SEND_VAL,2.9546820279592185
FETCH_DIM_R SEND_VAL_EX,4.79736415167436
FETCH_DIM_R SEND_VAR_EX,5.721276041829587
FETCH_DIM_R SL,5.999891869043616
FETCH_DIM_R SR,6.185830066307759
FETCH_DIM_R STRLEN,4.744553570770515
FETCH_DIM_R SUB,4.910953174553884
FETCH_DIM_R SWITCH_LONG,6.414423222389533
FETCH_DIM_R SWITCH_STRING,4.8405841746269935
FETCH_DIM_R THROW,10.93076219467101
FETCH_DIM_R TYPE_CHECK,4.495413429550918
FETCH_DIM_R UNSET_DIM,8.532866921872639
FETCH_DIM_RW ASSIGN_DIM_OP,6.696655690073749
FETCH_DIM_RW ASSIGN_OBJ_OP,10.014471462796854
FETCH_DIM_RW FETCH_DIM_RW,8.189922170745808
FETCH_DIM_RW FETCH_OBJ_RW,10.93076219467101
FETCH_DIM_RW POST_DEC,10.93076219467101
FETCH_DIM_RW POST_INC,10.525297086562844
FETCH_DIM_RW PRE_DEC,6.257933360209103
FETCH_DIM_RW PRE_INC,5.681110000104253
FETCH_DIM_UNSET FETCH_DIM_UNSET,7.616576189998483
FETCH_DIM_UNSET FETCH_OBJ_UNSET,10.237615014111064
FETCH_DIM_UNSET UNSET_DIM,5.622494497269804
FETCH_DIM_UNSET UNSET_OBJ,10.237615014111064
FETCH_DIM_W ASSIGN_DIM,3.943271947670018
FETCH_DIM_W ASSIGN_OBJ,6.979518476089582
FETCH_DIM_W ASSIGN_OBJ_REF,10.93076219467101
FETCH_DIM_W ASSIGN_REF,6.248630967546789
FETCH_DIM_W FETCH_DIM_W,5.419351612662264
FETCH_DIM_W FETCH_OBJ_W,8.365812837209472
FETCH_DIM_W FE_RESET_RW,8.488415159301805
FETCH_DIM_W INIT_ARRAY,9.832149906002899
FETCH_DIM_W MAKE_REF,7.419216755839988
FETCH_DIM_W RETURN_BY_REF,8.158173472431226
FETCH_DIM_W SEND_REF,5.9003242732785735
FETCH_DIM_W SEND_VAL_EX,10.93076219467101
FETCH_FUNC_ARG SEND_FUNC_ARG,3.71773053483614
FETCH_GLOBALS ASSIGN,8.532866921872639
FETCH_GLOBALS FETCH_OBJ_R,8.628177101676963
FETCH_GLOBALS FE_RESET_R,10.525297086562844
FETCH_GLOBALS SEND_VAL,8.25661354524448
FETCH_GLOBALS SEND_VAL_EX,6.932561493001811
FETCH_IS ASSIGN,7.449522105335317
FETCH_IS ASSIGN_OBJ,10.237615014111064
FETCH_IS BOOL,4.584249025368878
FETCH_IS BOOL_NOT,3.9409662053526624
